Title,Company,CompanyRating,Location,Salary
Laboratory Assistant,NYC Health + Hospitals,3.8,"New York, NY ",
Front Desk Receptionist Full time,"Forest Hills Dental, P.C.",,"Forest Hills, NY ",$20 - $30 an hour
Retail Sales Associate,Best Buy,3.8,"New York, NY +2 locations",
Youth Worker,New York City Mission Society,4.0,"New York, NY ",$17.60 an hour
In-Room Dining Server,The Mark Hotel,4.0,"New York, NY ","$800 - $1,500 a week"
Site Manager,CityMD,,"New York, NY ",
"Commission Sales Associate - Chanel Handbags, Full Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
Immigrant Workers Specialist 1 - New York City,"Labor, Department of",,"Brooklyn, NY ","$61,270 - $77,912 a year"
Administrative Assistant,United Federation of Teachers,3.8,"New York, NY ","$50,000 - $65,000 a year"
Student Tutor & Presenter (November 2022 start),"Elevate Education, Inc.",,"New York, NY ",$35 - $50 an hour
Office Cleaning / Cleaning Offices - Experience Needed,Confidential,,"New York, NY ",$16.50 - $22.50 an hour
Laser Technician,GiniVee Studio,,"New York, NY ",
Overnight Member Services Representative,Planet Fitness - PFNY/ PFCali,3.4,"New York, NY +11 locations",
Executive Assistant,Louer,,"New York, NY ","$200,000 - $250,000 a year"
All Team Members - Part Time/Full Time,Whole Foods Market,3.7,"New York, NY +16 locations",
JFK Cabin High Lift Driver,ERMC Aviation LLC,,"Jamaica, NY ",$21 an hour
Full-Time Front Desk Administrator,American Infusion Centers,,"New York, NY ","$45,000 - $60,000 a year"
Social Media Content Creator,Compass,,"New York, NY ","$51,000 - $53,000 a year"
Security Guard - $20/hour,Armor Security and Protection Inc,,"New York, NY +1 location",$20 an hour
Machine Operator,Pepsi-Cola Bottling Company of New York,3.8,"College Point, NY ",$21.46 - $30.00 an hour
Independent Contractor/Delivery Driver,Capstone Logistics LLC,,"Williamsburg, NY +4 locations",
Security Guard Officer,Stealth Security,3.5,"New York, NY ",$20.00 - $22.50 an hour
"Seasonal Commission Sales Associate - YES, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Social Media Content Creator - New York,Kelly Faetanini LLC,,"New York, NY ",$15 - $21 an hour
Retail Customer Service Manager,Hobby Lobby,3.6,"New York, NY ","$1,000 - $1,500 a week"
Lifeguard,Asphalt Green Inc,3.7,"New York, NY ",$20 an hour
Experienced Doorperson for Luxury Residential Building,TF Cornerstone,3.9,"New York, NY ",
Morning & Mid-Day Hospitality Team Member,Chick-fil-A | 86th & 3rd,,"New York, NY ",$16.00 - $18.75 an hour
Crew,AMC Theatres,3.5,"New York, NY +15 locations",
"Barista - Starbucks Reserve - New York, NY *Starting Pay $17.05*",Starbucks,,"New York, NY ",$17.05 - $22.35 an hour
Wild Animal Keeper,Wildlife Conservation Society,3.9,"New York, NY ",
Sanitation Worker,Times Square Alliance,3.8,"New York, NY ",
HR Benefits Coordinator (REMOTE),Paramount,3.9,"New York, NY ",
Helper Position Private Sanitation,Mr. T Carting Corp.,4.4,"Glendale, NY ",
Retail Sales Associate - $2K sign-on bonus opportunity - Bronx,Storage Post,3.8,"Bronx, NY ",$19 - $21 an hour
Freelance Writer (Contract),Study.com,3.1,United States ,
Heavy Cleaner,Columbia University,4.1,"New York, NY ",$22.74 - $28.42 an hour
"Staff Assistant I, Airport Hub/Gateway",American Airlines,4.0,"New York, NY ",
Overnight Stock Associate,CVS/pharmacy,3.3,"New York, NY ",
Patient Services Representative,Change Healthcare,3.0,"New York, NY ",
"Sales Teammate, Part-Time, Starting Pay $15.50 per Hour!",Under Armour,3.8,"New York, NY +2 locations",$15.50 an hour
Sales Associate,JCP Apex Group LLC,,"New York, NY ","$45,000 - $50,000 a year"
"Food Service Worker, DIG Academy",DIG,3.5,"New York, NY ",$16 - $18 an hour
Ticketing Agent,Swissport International Ltd.,3.2,"John F. Kennedy International Airport, NY ",
field insurance investigator,cardinal claim service inc,,"New York, NY ",$18 - $27 an hour
Barback,Taru,,"New York, NY ",
Chop&Go Salads - Now Hiring Team Members,Chop & Go,,"New York, NY ",
Crew Member,Dunkin' | Westside Donut Ventures LLC,,"New York, NY +2 locations",
Host,STK,3.3,"New York, NY ",
Chipotle Crew Member,Chipotle Mexican Grill,3.5,"New York, NY ",$15 - $17 an hour
Part-Time Superintendent,Choice NY Property Management Company,,"Brooklyn, NY ",$400 a week
Fire Extinguisher Technician,Fire Protection Company,,"New York, NY ",$16 - $20 an hour
Warehouse Worker Needed for Electronics Warehouse,,,"Brooklyn, NY ",
Administrative Assistant,Compass,3.2,"New York, NY ","$60,933 - $65,582 a year"
M&M'S New York - Part Time Sales Associate,MARS,3.8,"New York, NY ",$18.15 an hour
"Server (Earn up to $1,800/wk)",Monkey Bar,3.2,"New York, NY ",
Runner,NYU Langone,4.0,"New York, NY ",
Data Entry Coordinator- New York/ NJ Area,Parkinson's Foundation,4.7,"New York, NY ",
"Sales Associate - Bash, Full Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $34.05 an hour
Patient Care Associate,MiDoctor Urgent Care,,"New York, NY ",$17 an hour
"Commission Sales Associate - Balenciaga Women's Shoes, Full Time: 59th Street",Bloomingdale’s,3.6,"New York, NY +4 locations",$15 - $30 an hour
"Seasonal Commission Sales Associate - Handbags, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Bilingual Receptionist- Spanish Speaking,Retinal Ambulatory Surgery Center of NY,,"New York, NY ",$22 - $25 an hour
Building Service Attendant,NYU Langone Health,4.0,"New York, NY ",
Aircraft Cleaner- LGA Airport; Full Vaccination Required,"PrimeFlight Aviation Services, Inc.",,"Flushing, NY ",$17 an hour
Executive Assistant,J Train Wellness,,"New York, NY ",$30 an hour
Receptionist/Assistant,THS Beauty Spa,,"Jamaica, NY ",
Mailroom Clerk,COSTA CONSTRUCTIONS BOIS,,"New York, NY ",$17 - $18 an hour
Dog Walker/Pet Sitter - Brooklyn,Dan's Pet Care,,"Brooklyn, NY +2 locations",$16.50 - $18.00 an hour
Housekeeping Worker; FT* Monday-Friday; 7:00AM-3:00PM; Alternating Weekends,NYU Langone Health,4.0,"Brooklyn, NY ",
Business Analyst| Strategy Consulting |New York| 2023,"FTI Consulting, Inc.",3.6,"New York, NY ",
Tai Chi Instructor,"Elite Pool & Fitness Management, inc.",,"New York, NY ",$30 - $70 an hour
Front Desk Agent/Receptionist,Lowell Hotel,3.8,"New York, NY ",
Administrative Assistant,Columbia University Medical Center,4.1,"New York, NY ","$58,500 - $65,000 a year"
Victim Witness Assistant (OA),US Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,,"New York, NY ","$57,591 - $74,864 a year"
Data Entry / Clerk,YAI/National Institute for People with Disabilities,3.4,"Manhattan, NY ",
"Volcker and Bank Compliance, Associate",Larson Maddox,,"New York, NY ",
"Stagehands, Laborers, Loaders","Elite Production Consultants, Inc.",,"New York, NY ",$17 - $25 an hour
Medical Front Desk Receptionist,New York Cancer & Blood Specialists,3.8,"Bronx, NY ",
Dishwasher,City Winery New York,3.4,"New York, NY ",
Shelter Worker | SHWK | DC (Contract),Favorite Healthcare Staffing,4.0,"New York, NY ",$27 an hour
Patient Care Associate-Emergency Room-Quick Hire,Medcadre Inc,3.7,"New York, NY ",$25 - $27 an hour
"Staff Writer, GQ Sports (US)",Conde Nast,4.0,"New York, NY ",
Part-Time Usher,LINCOLN CENTER,4.1,"New York, NY ",
Fitness Coach,Orangetheory - Franchise #0324,3.4,"New York, NY +9 locations",$65 - $115 an hour
Store Manager in Training,CVS Health,3.3,"New York, NY +4 locations","$75,000 - $100,000 a year"
Medical Call Center Representative,Manhattan Gatroenterology,,"Manhattan, NY ",$17 - $19 an hour
"Seasonal Commission Selling Associate - Coats/Intimates, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Corporate Office Receptionist,IST Management Services,,"New York, NY ",$22 an hour
Program Manager,Spotify,4.3,"New York, NY ",
Unarmed Security Officer,GXC Inc,,"New York, NY ",
Overnight Front Desk Associate - East Village,Blink Fitness,3.3,"New York, NY ",
Seasonal Personal Vehicle Package Driver,United Parcel Service,3.7,"Brooklyn, NY ",$21 an hour
Production Category Assistant,F. Schumacher & Co.,3.4,"New York, NY ",
Patient Care Navigator - Member Benefits Services,Kindbody,,"New York, NY ",$24.04 - $26.44 an hour
"Seasonal Commission Sales Associate - Home, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
"Recruiter (in-house, salaried)",Confidential Executive Office,,"New York, NY ",
Patient Representative/Medical Front Desk,Sun River Health,3.3,"Bronx, NY ",$17.25 - $22.75 an hour
"Maintenance Technician, NYC",Mint House,3.5,"New York, NY ",$29 an hour
Front Desk Agent,TWA Hotel,3.2,"New York, NY ",$25.26 an hour
Covid Compliance Supervisor (CCS) - Movie Filming & Television,Reel Health,3.0,"New York, NY ",$40 - $45 an hour
Room Attendant,Staypineapple,,"New York, NY ",$24.50 an hour
Sales Associate,Cambridge West Inc.,,"New York, NY ","$700 - $1,000 a week"
Host/Receptionist,Fine Dining Restaurant,,"New York, NY ",$22 - $23 an hour
Van and Walker Parcel Delivery (Delivery Service Provider for Amazon ),DOTC Delivery,,"Queens, NY ",$18.25 - $24.25 an hour
"Customer Growth Associate, Google Customer Solutions",Google,4.3,"New York, NY ",
Construction Flagger,PBS,3.7,"Brooklyn, NY ",$15 - $16 an hour
Cleaner 1 Custodian (Nights),Fordham University at Lincoln Center,,"New York, NY ",$22.96 an hour
Administrative Assistant,Talent Tigers,,"New York, NY ",$40 - $44 an hour
Crew Member,Dunkin Donuts | KPV Dunkin,3.4,"Bronx, NY ",
Professional Carpet Installer / Fabricator Wanted TOP COMPANY,Costikyan,4.0,"Manhattan, NY ","$35,000 - $110,000 a year"
Office Assistant/Payroll Specialist,Future Care Consultants,,"Brooklyn, NY ",$22 an hour
Luxury Travel Advisor,FlySmoother,,"New York, NY ","$70,000 - $100,000 a year"
Residential Program Aide,Care for the Homeless,3.0,"New York, NY ",
Human Resources Assistant,New York Film Academy Inc,3.4,"Manhattan, NY ",$20 an hour
"Merchandise Supervisor, Full Time - NY 59th St",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $59.65 an hour
Associate Buyer,Gabe*s,3.1,"New York, NY ",
Bank Teller,Interaudi Bank,4.5,"New York, NY ",$20 - $25 an hour
Team Member,White Castle,3.7,"Manhattan, NY +29 locations",$15.00 - $19.20 an hour
Helicopter Ticket Sales (Outdoors),Charm City Helicopters,,"New York, NY ",
Store Employee,"7-Eleven, Inc.",3.5,"New York, NY +126 locations",
Salon Coordinator/Receptionist,Shobha,,"New York, NY ",$18 - $24 an hour
Management Consultant,The Berkeley Partnership,,"New York, NY ","$140,000 - $270,000 a year"
HIRING NOW - Cleaner Positions,MyClean,3.4,"New York, NY ",$16 an hour
"Food Service Associate, Food & Nutrition (Multiple Part-Time Positions)",NYC Health + Hospitals,,"Brooklyn, NY ","$24,000 a year"
Team Member,CAVA,3.1,"New York, NY +4 locations",$15.75 an hour
Porters,The LIV Method,,"New York, NY ",
Stock Associate,Foot Locker,3.9,"New York, NY +2 locations",
Data Entry/Administrative Assistant,Samson Funding,,"New York, NY ",
Admitting Representative (Sun & Sat 8am-4pm),NYU Langone Health,4.0,"New York, NY ",
Billing Manager (Law Firm),SCB Law Firm,,"Brooklyn, NY ","$100,000 - $130,000 a year"
Temporary Part-Time Library Assistant,LIM College,,"New York, NY ",
Seasonal Stockroom Associate $16.50/HR - Jamaica Avenue,Primark - US,3.5,"New York, NY ",$16.50 an hour
Tutor in Manhattan Grade Potential From ABCs to PhDs,Grade Potential Tutoring,4.0,"Manhattan, NY ",$18 - $30 an hour
"Asset Protection Visual Security Officer, Full Time, Soho",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Cleaner / Handyman,LUME Studios,,"New York, NY ",$20 an hour
Temporary Doorperson,Milford Management,4.7,"New York, NY ",$20.34 an hour
Store Associate,CVS Health,3.3,"New York, NY +16 locations",$15 - $18 an hour
ER Registrar,St. Barnabas,3.3,"Bronx, NY ",
Medical Administrative Assistant,PureOBGYN,,"New York, NY ",$15 - $28 an hour
Import/Export Coordinator,Confidential,,"New York, NY ","$56,000 - $65,000 a year"
Front Desk Agent,Artezen Hotel,,"New York, NY ",$18 an hour
Retail Wines & Spirits Sales Associate,Union Square Wines & Spirits,,"New York, NY ",$18 - $25 an hour
Front Desk/Host,Dave & Buster's,3.5,"New York, NY +6 locations",
Event Staff/Security - Brooklyn Nets,BEST Crowd Management,3.6,"Westbury, NY ",$20.50 an hour
Server,Ruth's Chris Steak House,3.9,"Jersey City, NJ +6 locations",
"Youth Apprentice, Data Analytics Associate, Amazon Jump Start",Amazon Advertising LLC,3.5,"New York, NY ",
Hudson Yards-Retail Sales Associate,UNIQLO,3.4,"New York, NY ",
"Seasonal Commission Selling Associate - Men's, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Patient Liaison,Madison Ave Psychiatry,,"New York, NY ",
FURNITURE REPAIR TECH NEEDED- **MUST USE YOUR OWN CAR**,J&N Furniture Services,,"Brooklyn, NY ",$25 - $35 an hour
"Dental Receptionist, Manhattan NY",Diamond Dental Manhattan,,"New York, NY ",$18 - $30 an hour
Housekeeping Associate,RH- Restoration Hardware,,"New York, NY ",$18 - $19 an hour
"ATTENDANT, CATERING (FULL-TIME)",Restaurant Associates,3.8,"New York, NY ",$23 an hour
Office Cleaner - 2x/week for 2-3 hours (Fully Vaccinated + Booster),NORY,,"New York, NY ",$16 - $18 an hour
Housekeeping - Part Time - Day-Weekend/Holidays,NewYork-Presbyterian Hospital,4.2,"Manhattan, NY ",
Inventory Associate,Scully & Scully Inc.,,"Long Island City, NY ","$50,000 - $60,000 a year"
"Seasonal Fulfillment Support Associate, Full Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Front Desk Receptionist/Office Assistant,(Confidential) Real Estate and Property Management Firm,,"New York, NY ",$15 - $22 an hour
Leasing Analyst,Indeed,4.3,"New York, NY ","$85,000 - $115,000 a year"
Wardrobe Crew,The Metropolitan Opera,3.9,"New York, NY ",$30.07 an hour
Front Desk Associate - Chelsea,Blink Fitness,3.3,"New York, NY ",
Covid Swabber,HR NOW (2),,"New York, NY ",$22 an hour
Service Advisors Needed,Chrysler Dodge Jeep Ram Fiat Alfa Romeo Maserati Manhattan,,"New York, NY ","$70,000 - $150,000 a year"
Lab Specimen Accessioner and Accessioning Aides-multiple shifts,Sherman Abrams Laboratories- a clinical laboratory,3.5,"Brooklyn, NY ",
Front Desk Associate,Brooklyn Athletic Club,,"Brooklyn, NY ",$15 - $22 an hour
Front Counter Staff,Magnolia Bakery,3.4,"New York, NY ",$15 - $17 an hour
Customer Service Representative,Regency International,3.8,"New York, NY ","$55,000 - $60,000 a year"
"Registry Concierge, Part Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $24.75 an hour
Retail Sales Associate,Reebok,4.0,"New York, NY ",
西安名吃店员 Store Associate,Xian Famous Foods,3.2,"New York, NY +3 locations",
Sales Associate,Gucci,4.0,"New York, NY ",
Sales Associate,Foot Locker,3.9,"New York, NY +30 locations",$15 an hour
"Patient Navigator, NPCC (New Patient Call Center)",Kindbody,,"New York, NY ",$24.51 - $26.44 an hour
Site Records Supervisor,"Canon Business Process Services, Inc.",3.0,"New York, NY ",$30 an hour
Personal Injury Paralegal (Spanish Speaking),Personal Injury Law Office,,"Brooklyn, NY ","$60,000 - $90,000 a year"
Machine Learning Quant Researcher,Bloomberg,3.9,"New York, NY ",
Overnight Delivery Driver,Above The Rest Baking Corp,,"Bronx, NY ",$200 a day
Looking for Spanish speaking guides - New York,Find My Guides,,"New York, NY ",$170 a day
Back of House Team Member,Chick-fil-A | Fulton St,,"New York, NY ",
Dog Walker,The Big City Woof Walker,,"New York, NY ",
PERSONAL CAREGIVER,Lifecare advantage,3.9,"Bronx, NY ",
Executive Personal Assistant,Clinton Housing Development Company,,"New York, NY ","$50,000 - $60,000 a year"
Flight Attendant,Endeavor Air,3.4,"Jamaica, NY ",
Kitchen Team Member,Wegmans Food Markets,4.1,"New York, NY ",$16.50 - $17.50 an hour
School Counselor,Catapult Learning,3.6,"New York, NY ",
"Medical Assistant, Full Time",Mobile Health,3.1,"New York, NY ",$19.50 - $23.00 an hour
Nurses Aide,NYC Health + Hospitals,3.8,"New York, NY ",
Dental Receptionist,Village Dental Medicine,,"New York, NY ",$19 - $25 an hour
Room Attendant EXTRA,"Marriott International, Inc",4.1,"New York, NY ",
Merchandising Assistant,Gabe*s,3.1,"New York, NY ",
Crew Member,Slutty Vegan ATL,,"New York, NY +1 location",
Field Collections Representative,Makotek,3.5,"Manhattan, NY ","$800 - $1,000 a week"
Outside Sales Positions,CALL-A-HEAD CORP.,4.5,"Broad Channel, NY ","$75,000 - $150,000 a year"
"Product Analyst, Federal Reserve Financial Services",Federal Reserve Bank of New York,4.1,"New York, NY ",
Crew,Chipotle Mexican Grill,3.5,"Brooklyn, NY ",$17 an hour
Cleaner,HARRISON CENTRAL SCHOOL DISTRICT,3.6,"Harrison, NY ","$40,381 - $64,560 a year"
Medical Office Receptionist,Westside Comprehensive Chiropractic Care,4.5,"New York, NY ",$17 - $25 an hour
Store Employee - Afternoon,"7-Eleven, Inc.",3.5,"New York, NY ",
"Seasonal Retail Store Associate - New York, 6508, New York City, NY",Adidas,4.0,"New York, NY +6 locations",$15.50 - $18.00 an hour
Global Accounts Sales Manager,Prosegur,4.0,"New York, NY ","$100,000 - $200,000 a year"
Driver/Security/Retired Law Enforcement:,Jacqueline C.,,"New York, NY ",
Front Desk Receptionist - Weekend Availability,The W Management Group LLC,4.6,"Queens, NY ",
Gardener,Green Hūs Design,,"New York, NY ",$20 - $30 an hour
Construction Laborer,Labor To The Rescue,,"Brooklyn, NY ",$15.20 - $28.84 an hour
Car Washer,Auto Brite Mobile Car Wash,,"New York, NY ",$18 - $22 an hour
Front Desk Agent,Walker Hotel Tribeca,,"New York, NY ",$20 an hour
Remote Data Entry/Call center Rep,all protective services,3.3,"Elizabeth, NJ ",$24 - $25 an hour
Director of Employee Engagement & Talent,ERGO,,"New York, NY ",
Maintenance Worker (Manhattan),"HOMES FOR THE HOMELESS, INC",,"New York, NY ",
Restaurant Team Member,Potbelly | Potbelly Corporate,,"New York, NY ",
Executive Assistant,"Newsmax Media, Inc.",,"New York, NY ","$70,000 - $90,000 a year"
Thursday Kitchen Server,Thursday Kitchen,,"New York, NY ",$40 - $50 an hour
Benefits & Leave Specialist,Angi,3.2,"New York, NY ","$55,000 - $65,000 a year"
Stationery Production & Assembly Assistant,Dear Annabelle,,"New York, NY ",$19 - $21 an hour
Dishwasher,Ruth's Chris Steak House,3.9,"Manhattan, NY +6 locations",$15.50 - $16.50 an hour
Part time College Advisor,A-List Education,,"New York, NY ",$66 an hour
"Call Center Training Instructor (Hybrid Remote in New York City, NY)",Maximus,3.2,"New York, NY ",
Salon Front Desk Receptionist,Vanity Projects,,"New York, NY ",$15 - $17 an hour
Door Person - Hudson Yards,Atria Senior Living,3.1,"New York, NY ",
Faculty Group Practice Secretary I-Intake/Scheduler **Temporary/Per-Diem** (Temp Program),NYU Langone Health,4.0,"New York, NY ",
Conference Center Concierge/Receptionist,IST Management Services,,"New York, NY ","$70,000 a year"
Front of House Team Member,Glosslab,,"New York, NY ",$16 an hour
Airport Lounge Attendant,Sodexo-American Express Centurion Lounges,,"Queens, NY ",$18 - $19 an hour
Wild Animal Keeper - Mammals,Wildlife Conservation Society,3.9,"Bronx Zoo, NY ",
NY Cafe General Manager - Daytime only hours!,Bluestone Lane,,"New York, NY ","$65,000 - $75,000 a year"
Administrative Assistant,SoHo Trees,,"New York, NY ",
Delivery Driver,JNJ logistics corp,4.5,"New York, NY ","$500 - $1,000 a week"
Experienced Residential Building Handyperson,TF Cornerstone,3.9,"New York, NY ",$29.08 an hour
Preschool or Afterschool Mandarin Teacher,SWAN,,"New York, NY ",$21 - $38 an hour
Real Estate Agent - Free Training,Capital Property Advisor,,"New York, NY ","$8,000 - $20,000 a month"
Evening and Weekend Care Coordinator,Med Elite LLC,,"Brooklyn, NY ","$75,000 - $250,000 a year"
Seasonal Operations Analyst - Temporary,Angi,3.2,"New York, NY ",$18 - $20 an hour
Dog Walker (PT),NYC POOCH,4.7,"Brooklyn, NY ",$250 - $600 a week
Porter (Part-Time),Common,3.2,"New York, NY ",
Medical Receptionist,Retina Associates of New York,,"New York, NY ",$19 - $25 an hour
Medical Scribe - Upper Manhattan,SHM CityMD,,"Manhattan, NY ",$18 an hour
Front Desk Associate - Bushwick,Blink Fitness,3.3,"Brooklyn, NY ",
Crew Member,Five Guys,,"New York, NY ",$15 - $16 an hour
Construction Worker/Laborer,Manda International Corp,,"New York, NY ",$15 - $25 an hour
Evening Hospitality Team Member,Chick-fil-A | 86th & 3rd,,"New York, NY ",$16.00 - $18.75 an hour
Delivery - Driver - Queens,Capsule,3.4,"Queens, NY +4 locations",
Entry level dog handler,Happy Dogs NYC,,"New York, NY ",$15.50 - $16.00 an hour
Patient Care Representative - Queens,SHM CityMD,,"Queens, NY ",
Medical Scribe,CityMD,,"New York, NY ",
Sales Associate - Mackage - Spring St,Mackage,,"New York, NY +2 locations",
Stock Associate - Mackage - Short Hills,Mackage,,"New York, NY +2 locations",
Spanish-speaking Practice Manager - NEW Multispecialty Clinic in Bushwick,Doral Health & Wellness,,"Bushwick, NY ",
Maintenance Worker,The Phoenix Rehabilitation and Nursing Center,,"Brooklyn, NY ",$21.75 an hour
2023 Chase Full Time Associate Program,"JPMorgan Chase Bank, N.A.",3.8,"New York, NY ",
Automotive Sales Representative No Experience Necessary,Koeppel Auto Group,,"Queens, NY ",
General Warehouse Worker,AUSTER RUBBER,3.4,"Brooklyn, NY ",$17 - $19 an hour
Sales Associate-Manhattan Mall 54,Aeropostale,3.7,"New York, NY ",
Part-Time Product Evaluator/Sensory Panelist - New York,MMR Research Worldwide LTD,,"New York, NY ",$20 an hour
"Entry Level Kitchen Position, DIG Academy",DIG,3.5,"New York, NY ",$16 - $18 an hour
"Part-Time Quality Assurance Specialist, Homebase",CAMBA,3.5,"Brooklyn, NY ",$25 an hour
Mover/Helper,PLATINUM EXPRESS MOVING INC,,"New York, NY ",$18 - $20 an hour
"Part-Time Porter, StuyTown",Beam Living (A Blackstone Portfolio Company),,"New York, NY ",$19.92 an hour
"USHER/GATEMAN - 90345086 - New York, NY",Amtrak,3.7,"New York, NY ",
Relief Porter,Allied Partners,,"New York, NY ",$20.50 - $27.00 an hour
Part Time Seasonal Sales Associate Sunday- Wednesday 9am -11pm,Banana Republic Factory,3.8,"New York, NY ",$16 - $18 an hour
Digital Analyst,Macy’s,3.6,"New York, NY ","$73,440 - $122,400 a year"
"Account Executive, Staffing",Indeed,4.3,"New York, NY ",$22.60 - $30.29 an hour
Maintenace Worker,Grace Church School,4.0,"New York, NY ",$15 - $18 an hour
Construction Laborer,West Coast Interior Renovation Corp,,"New York, NY ",$13.20 - $30.25 an hour
OVERNIGHT Retail Sales Associate,CVS Pharmacy,3.3,"New York, NY ",
Medical Secretary/Receptionist,Medical Offices of Manhattan,,"New York, NY ",
Front Desk Associate,AC Hotel New York Times Square | OTO Development,,"New York, NY ",
Guest Experience Ambassador,RAPPORT GUEST SERVICES,,"New York, NY ",$24 - $26 an hour
"Seasonal Sales Associate - Men's, Full Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Servers needed for Upscale Restaurants- Chef Driven Group,"Cafe D'Alsace, Dagon, Marseille and Nizza",,"New York, NY ","$1,200 - $1,500 a week"
PT Dishwasher,Radisson JFK,,"Jamaica, NY ",$18 - $20 an hour
Cosmetic Regulatory Affairs Manager,LG H&H USA,,"New York, NY ","$85,000 - $110,000 a year"
Captains needed for Upscale Restaurant- Monterey,"Cafe D'Alsace, Dagon, Marseille and Nizza",,"New York, NY ","$1,500 - $1,800 a week"
Dental Call Center Representative,Island Dental Associates/Shine Dental Associates,,"Franklin Square, NY ",$24 - $32 an hour
Apprentice Lineman/Cable Splicer,Metropolitan Transportation Authority,4.0,"Queens, NY ",
Flight Club Seasonal Cashier,GOAT Group,3.5,"New York, NY ",
Overnight Aircraft Cleaner,PrimeFlight Aviation Services Inc,,"Flushing, NY ",$17 an hour
Travel Housekeeper and Dietary Aide 2 Day Strike Assignment,Executive Recruiting Network,,"New York, NY +3 locations",$40 an hour
Retail Sales Associate,Wegmans Food Markets,4.1,"New York, NY ",$16.50 - $17.50 an hour
GFX Surveillance Officer,Larson Maddox,,"New York, NY ",
"Seasonal Service Associate, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Sales Associate - Fulton Street NEW STORE OPENING !! (1193),JD Finish Line,3.3,"Brooklyn, NY +2 locations",
Spa Receptionist,Aman New York,,"New York, NY ",$25 - $30 an hour
Hotel Front Desk,The Standard,3.6,"New York, NY ",$17 an hour
Entry Level Account Assistant,Meliora,,"Jersey City, NJ ","$1,200 - $1,600 a week"
Jaguar Land Rover Brand Guide,Jaguar Land Rover Brooklyn,,"Brooklyn, NY ","$50,000 - $200,000 a year"
40th & Madison Restaurant Team- Up to $19-23/hr with tips!,DIG,3.5,"New York, NY ",$19 - $23 an hour
Housekeeper,Project Find,3.1,"New York, NY ",$20 an hour
"DSP (Direct Support Professional) - UP TO A $3,000 SIGN ON BONUS",Life's WORC,,"New York, NY ",$16 an hour
Patient Transport (Per Diem),St. Barnabas,3.3,"Bronx, NY ",
Package Delivery Driver,UNITED PARCEL SERVICE,3.7,"Blauvelt, NY +3 locations","$145,000 a year"
Crew Leader,AMC Theatres,3.5,"New York, NY +6 locations",
Program Assistant,TSA (Transportation Security Administration),3.1,"Queens, NY ","$38,103 - $57,217 a year"
Crew Member,Wendy's,3.4,"New York, NY +14 locations",$15 - $16 an hour
"Seasonal Merchandising Associate - Handbags, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Receptionist/Office Assistant,White Glove,4.3,"Brooklyn, NY ",$18.00 - $22.06 an hour
Intake Specialist,FreedomCare,4.3,"New York, NY ",
Cheerleading Instructor,Togetherhood,,"New York, NY ",$60 - $100 an hour
Distribution Attendant (Mon-Fri 9am-5pm),NYU Langone,4.0,"New York, NY ",
Holiday Events Assistant *Hiring Now*,EME NYC,,"New York, NY ","$35,500 - $47,500 a year"
"2023 Sophomore Program - Corporate & Investment Banking, TD Securities",TD Bank,3.8,"New York, NY ",$23.00 - $36.25 an hour
2023 Full Time Associate - Corporate & Investment Banking,TD Bank,3.8,"New York, NY ","$63,440 - $104,000 a year"
Apparel Production Assistant,Ealytex Global Inc,,"New York, NY ","$33,000 - $55,000 a year"
Retail Sales Associate - Women's Fashion,Fox's Designer Off-Price,,"Brooklyn, NY ",$17 - $22 an hour
LOBBY RECEPTIONIST,Flik Hospitality Group,3.5,"New York, NY ",$24 an hour
"Legal Operations Analyst, Product",Indeed,4.3,"New York, NY ","$71,000 - $103,000 a year"
Junior Accountant,Jacadi,3.5,"New York, NY ",$22.50 - $30.00 an hour
LPN Case Manager,BRC,,"New York, NY ","$72,150 a year"
Security Officer,Dreamland Security,,"Brooklyn, NY ",
Personal Driver,Maximize Basics,,"New York, NY ",
Residential Concierges (All Shifts),Kent Building Services LLC,3.0,"New York, NY ",
Warehouse Handler,FedEx Express,3.7,"Jamaica, NY ",
Clinical Mental Health Coach (Part-time),Koplin Consulting,,"New York, NY ",$100 an hour
"In Home Solar Consultant - $10,000 Training Bonus",Momentum Solar,3.8,"Brooklyn, NY ","$100,000 - $175,000 a year"
